loan_id,Name,Gender,Marital_Status,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets,loan_income_ratio,loan_asset_ratio,income_category,cibil_category,risk_level,eligibility_status
1771,Richard Davis,Male,Single,4,Not Graduate,Yes,3500000,10300000,10,337,9000000,5600000,10500000,4500000,Rejected,29600000,2.94,0.35,Medium,Poor,Medium Risk,Not Eligible
1772,David I. Rodriguez,Male,Divorced,0,Not Graduate,Yes,7800000,19000000,12,333,15400000,14900000,30600000,9600000,Rejected,70500000,2.44,0.27,Very High,Poor,Medium Risk,Not Eligible
1773,Thomas A. Miller,Male,Married,3,Not Graduate,Yes,8700000,29300000,4,312,9000000,2800000,30000000,4900000,Approved,46700000,3.37,0.63,Very High,Poor,Medium Risk,Not Eligible
1774,Lisa R. Williams,Female,Single,2,Graduate,Yes,5500000,12400000,14,842,0,6800000,15800000,5800000,Approved,28400000,2.25,0.44,High,Excellent,Low Risk,Eligible
1775,Mark Martin,Male,Widowed,3,Graduate,Yes,1800000,5100000,8,790,100000,0,3700000,2000000,Approved,5800000,2.83,0.88,Low,Excellent,Low Risk,Eligible
1776,Matthew I. Davis,Male,Single,2,Graduate,No,8000000,31900000,16,806,19900000,1800000,23200000,5400000,Approved,50300000,3.99,0.63,Very High,Excellent,Low Risk,Eligible
1777,Andrew Jackson,Male,Married,5,Not Graduate,Yes,7500000,17000000,8,300,7800000,8300000,18900000,6700000,Rejected,41700000,2.27,0.41,High,Poor,Medium Risk,Not Eligible
1778,Sarah O. Martin,Female,Single,5,Graduate,Yes,3700000,12000000,12,605,4900000,1800000,13200000,3100000,Approved,23000000,3.24,0.52,Medium,Fair,Medium Risk,Eligible
1779,Susan Y. Jackson,Female,Single,2,Graduate,Yes,1600000,4700000,12,582,1500000,1300000,5200000,1000000,Approved,9000000,2.94,0.52,Low,Fair,Medium Risk,Eligible
1780,Jessica Wilson,Female,Divorced,5,Graduate,No,1300000,2700000,6,607,800000,1500000,4700000,1600000,Approved,8600000,2.08,0.31,Low,Fair,Medium Risk,Eligible
1781,Steven Garcia,Male,Married,5,Graduate,Yes,2400000,8200000,10,709,2100000,3700000,8800000,2800000,Approved,17400000,3.42,0.47,Low,Good,Low Risk,Eligible
1782,Joseph Jackson,Male,Married,4,Graduate,Yes,4100000,11600000,14,854,500000,6900000,12700000,5700000,Approved,25800000,2.83,0.45,Medium,Excellent,Low Risk,Eligible
1783,Mary Martinez,Female,Single,2,Not Graduate,Yes,7300000,15200000,20,776,14700000,9600000,26400000,4100000,Approved,54800000,2.08,0.28,High,Excellent,Low Risk,Eligible
1784,Michelle Miller,Female,Single,1,Graduate,Yes,8000000,24600000,12,649,10800000,1600000,21800000,9200000,Approved,43400000,3.08,0.57,Very High,Fair,Medium Risk,Eligible
1785,Donald Gonzalez,Male,Married,3,Not Graduate,No,7900000,28000000,4,394,22800000,13200000,18200000,3900000,Approved,58100000,3.54,0.48,Very High,Poor,Medium Risk,Not Eligible
1786,Kenneth Brown,Male,Single,4,Not Graduate,No,7200000,18900000,16,371,6600000,14100000,18900000,4900000,Rejected,44500000,2.62,0.42,High,Poor,Medium Risk,Not Eligible
1787,Robert Jones,Male,Single,3,Not Graduate,No,6200000,13200000,14,707,17200000,8900000,23100000,4200000,Approved,53400000,2.13,0.25,High,Good,Low Risk,Eligible
1788,Kenneth A. Smith,Male,Divorced,2,Not Graduate,Yes,5700000,18100000,20,491,6800000,100000,17700000,3900000,Rejected,28500000,3.18,0.64,High,Poor,Medium Risk,Not Eligible
1789,Andrew C. Hernandez,Male,Single,0,Graduate,Yes,5800000,14100000,16,570,8200000,4200000,16400000,3700000,Approved,32500000,2.43,0.43,High,Fair,Medium Risk,Eligible
1790,Donna J. Anderson,Female,Single,1,Not Graduate,No,900000,3500000,18,395,2500000,800000,3000000,1300000,Rejected,7600000,3.89,0.46,Low,Poor,Medium Risk,Not Eligible
1791,Thomas I. Johnson,Male,Married,0,Not Graduate,Yes,2200000,7500000,10,497,2300000,2100000,5700000,1800000,Rejected,11900000,3.41,0.63,Low,Poor,Medium Risk,Not Eligible
1792,James Johnson,Male,Single,3,Not Graduate,Yes,1800000,5300000,14,440,2000000,100000,3700000,1000000,Rejected,6800000,2.94,0.78,Low,Poor,Medium Risk,Not Eligible
1793,Elizabeth A. Smith,Female,Single,0,Not Graduate,Yes,800000,2400000,16,825,700000,0,3100000,1100000,Approved,4900000,3.0,0.49,Low,Excellent,Low Risk,Eligible
1794,Elizabeth H. Lopez,Female,Divorced,2,Graduate,Yes,7600000,18100000,14,320,14700000,2600000,28100000,8500000,Rejected,53900000,2.38,0.34,Very High,Poor,Medium Risk,Not Eligible
1795,Linda Thomas,Female,Single,2,Graduate,Yes,4100000,13500000,4,846,8900000,7800000,11400000,2400000,Approved,30500000,3.29,0.44,Medium,Excellent,Low Risk,Eligible
1796,Christopher Lopez,Male,Single,3,Graduate,Yes,4600000,10900000,12,856,13500000,5100000,9400000,3300000,Approved,31300000,2.37,0.35,Medium,Excellent,Low Risk,Eligible
1797,Jennifer F. Johnson,Female,Married,3,Graduate,No,2300000,6800000,10,418,2800000,2700000,6300000,1400000,Rejected,13200000,2.96,0.52,Low,Poor,Medium Risk,Not Eligible
1798,Michelle E. Garcia,Female,Divorced,0,Not Graduate,Yes,8000000,21100000,6,306,16100000,11800000,28200000,8700000,Rejected,64800000,2.64,0.33,Very High,Poor,Medium Risk,Not Eligible
1799,Michelle Martinez,Female,Single,2,Not Graduate,Yes,3800000,14500000,16,567,2400000,2600000,10500000,3000000,Approved,18500000,3.82,0.78,Medium,Fair,Medium Risk,Eligible
1800,Nancy W. Rodriguez,Female,Married,2,Not Graduate,Yes,9500000,36800000,6,493,24100000,13800000,32100000,6200000,Rejected,76200000,3.87,0.48,Very High,Poor,Medium Risk,Not Eligible
1801,David Jones,Male,Single,2,Graduate,No,9300000,21200000,2,509,2800000,2600000,35800000,6600000,Rejected,47800000,2.28,0.44,Very High,Poor,Medium Risk,Not Eligible
1802,Jennifer X. Brown,Female,Single,4,Graduate,No,4700000,17000000,4,364,2900000,4600000,18800000,6200000,Approved,32500000,3.62,0.52,Medium,Poor,Medium Risk,Not Eligible
1803,Daniel Jones,Male,Single,5,Not Graduate,No,6000000,24000000,20,639,300000,7300000,15100000,6600000,Approved,29300000,4.0,0.82,High,Fair,Medium Risk,Eligible
1804,Ashley Wilson,Female,Widowed,2,Graduate,Yes,5500000,21700000,2,309,11800000,1000000,21600000,7600000,Approved,42000000,3.95,0.52,High,Poor,Medium Risk,Not Eligible
1805,Elizabeth Davis,Female,Married,0,Not Graduate,Yes,4600000,14800000,6,433,12100000,4600000,11100000,6700000,Rejected,34500000,3.22,0.43,Medium,Poor,Medium Risk,Not Eligible
1806,Emily M. Moore,Female,Single,5,Not Graduate,No,9900000,33600000,20,580,7000000,10800000,37400000,14700000,Approved,69900000,3.39,0.48,Very High,Fair,Medium Risk,Eligible
1807,Kimberley Z. Jackson,Female,Married,1,Graduate,Yes,6200000,16200000,4,888,0,12000000,24300000,4000000,Approved,40300000,2.61,0.4,High,Excellent,Low Risk,Eligible
1808,Thomas Lopez,Male,Widowed,4,Not Graduate,Yes,400000,1100000,6,644,1000000,300000,1600000,400000,Approved,3300000,2.75,0.33,Low,Fair,Medium Risk,Eligible
1809,Matthew Moore,Male,Single,1,Not Graduate,Yes,7800000,22200000,10,763,11200000,1400000,27000000,4900000,Approved,44500000,2.85,0.5,Very High,Excellent,Low Risk,Eligible
1810,Robert Lopez,Male,Married,0,Graduate,Yes,2900000,10800000,20,694,6400000,200000,10600000,2100000,Approved,19300000,3.72,0.56,Medium,Good,Medium Risk,Eligible
1811,Christopher Anderson,Male,Divorced,3,Not Graduate,No,500000,1200000,6,757,1300000,100000,1200000,600000,Approved,3200000,2.4,0.38,Low,Excellent,Low Risk,Eligible
1812,Jessica B. Miller,Female,Married,0,Not Graduate,No,2500000,6900000,12,471,7100000,4000000,5200000,1500000,Rejected,17800000,2.76,0.39,Low,Poor,Medium Risk,Not Eligible
1813,David W. Gonzalez,Male,Widowed,5,Not Graduate,No,9000000,35200000,2,437,18400000,17800000,18300000,10400000,Approved,64900000,3.91,0.54,Very High,Poor,Medium Risk,Not Eligible
1814,Patricia C. Brown,Female,Married,4,Not Graduate,Yes,5200000,11400000,10,406,14700000,2000000,13000000,4400000,Rejected,34100000,2.19,0.33,High,Poor,Medium Risk,Not Eligible
1815,James Jones,Male,Single,5,Not Graduate,No,6000000,19700000,20,376,14700000,10700000,17100000,5500000,Rejected,48000000,3.28,0.41,High,Poor,Medium Risk,Not Eligible
1816,James N. Jackson,Male,Single,1,Graduate,No,5100000,13800000,14,350,6200000,2200000,12600000,3600000,Rejected,24600000,2.71,0.56,High,Poor,Medium Risk,Not Eligible
1817,Steven W. Jones,Male,Divorced,5,Not Graduate,Yes,8000000,22500000,20,784,7600000,7300000,26000000,10800000,Approved,51700000,2.81,0.44,Very High,Excellent,Low Risk,Eligible
1818,Sandra Hernandez,Female,Married,4,Graduate,Yes,9200000,25400000,14,765,21200000,6600000,25100000,5600000,Approved,58500000,2.76,0.43,Very High,Excellent,Low Risk,Eligible
1819,Christopher Brown,Male,Divorced,4,Not Graduate,No,9800000,32200000,18,593,9500000,400000,34000000,14300000,Approved,58200000,3.29,0.55,Very High,Fair,Medium Risk,Eligible
1820,Kenneth A. Garcia,Male,Single,3,Graduate,Yes,7600000,30000000,10,344,19000000,13700000,27600000,11100000,Rejected,71400000,3.95,0.42,Very High,Poor,Medium Risk,Not Eligible
1821,Margaret I. Moore,Female,Divorced,1,Graduate,No,5100000,11800000,12,314,14700000,7600000,12400000,4900000,Rejected,39600000,2.31,0.3,High,Poor,Medium Risk,Not Eligible
1822,Jessica I. Wilson,Female,Widowed,4,Graduate,Yes,1500000,3300000,16,382,200000,2400000,3200000,1100000,Rejected,6900000,2.2,0.48,Low,Poor,Medium Risk,Not Eligible
1823,Elizabeth Miller,Female,Single,2,Not Graduate,Yes,6200000,16500000,4,510,14100000,4700000,18200000,6300000,Rejected,43300000,2.66,0.38,High,Poor,Medium Risk,Not Eligible
1824,Barbara C. Moore,Female,Married,2,Graduate,Yes,6300000,24600000,8,464,7700000,2200000,13000000,6900000,Rejected,29800000,3.9,0.83,High,Poor,Medium Risk,Not Eligible
1825,Ashley M. Hernandez,Female,Married,1,Graduate,Yes,5500000,14900000,2,403,7400000,8900000,19700000,4100000,Rejected,40100000,2.71,0.37,High,Poor,Medium Risk,Not Eligible
1826,Robert G. Lopez,Male,Single,3,Not Graduate,No,8100000,30400000,12,606,900000,1100000,31900000,11600000,Approved,45500000,3.75,0.67,Very High,Fair,Medium Risk,Eligible
1827,Michael K. Lopez,Male,Single,1,Graduate,No,6300000,22000000,20,646,9500000,7900000,13500000,5500000,Approved,36400000,3.49,0.6,High,Fair,Medium Risk,Eligible
1828,Barbara Moore,Female,Single,1,Graduate,No,1100000,3600000,20,495,1600000,1100000,3100000,500000,Rejected,6300000,3.27,0.57,Low,Poor,Medium Risk,Not Eligible
1829,Christopher U. Miller,Male,Divorced,3,Not Graduate,Yes,7200000,21600000,2,626,10600000,1600000,26900000,3700000,Approved,42800000,3.0,0.5,High,Fair,Medium Risk,Eligible
1830,Charles S. Williams,Male,Single,1,Not Graduate,Yes,3000000,6000000,16,518,3800000,1700000,11600000,3900000,Rejected,21000000,2.0,0.29,Medium,Poor,Medium Risk,Not Eligible
1831,Patricia Johnson,Female,Divorced,5,Graduate,No,2700000,7600000,8,746,900000,2200000,7200000,3400000,Approved,13700000,2.81,0.55,Medium,Good,Low Risk,Eligible
1832,Matthew Q. Martinez,Male,Single,0,Not Graduate,No,5000000,16300000,12,737,2600000,3400000,11800000,4400000,Approved,22200000,3.26,0.73,Medium,Good,Low Risk,Eligible
1833,Nancy D. Jones,Female,Single,0,Not Graduate,No,8400000,22300000,14,371,8300000,3700000,22300000,9100000,Rejected,43400000,2.65,0.51,Very High,Poor,Medium Risk,Not Eligible
1834,Paul Jones,Male,Married,1,Graduate,No,7700000,27300000,8,509,10100000,2200000,20200000,10800000,Rejected,43300000,3.55,0.63,Very High,Poor,Medium Risk,Not Eligible
1835,Donna Johnson,Female,Single,1,Graduate,No,4700000,14000000,2,411,4600000,5100000,10600000,3700000,Rejected,24000000,2.98,0.58,Medium,Poor,Medium Risk,Not Eligible
1836,Jennifer H. Williams,Female,Divorced,2,Not Graduate,No,4300000,11800000,20,701,11600000,4600000,14200000,3300000,Approved,33700000,2.74,0.35,Medium,Good,Low Risk,Eligible
1837,Richard X. Taylor,Male,Married,5,Not Graduate,No,2500000,8800000,10,769,3700000,1600000,8200000,2700000,Approved,16200000,3.52,0.54,Low,Excellent,Low Risk,Eligible
1838,Margaret Jones,Female,Single,5,Not Graduate,Yes,4400000,12500000,6,740,8200000,2300000,9900000,5400000,Approved,25800000,2.84,0.48,Medium,Good,Low Risk,Eligible
1839,Patricia Gonzalez,Female,Widowed,5,Not Graduate,No,5700000,11600000,4,892,10200000,6100000,19800000,7400000,Approved,43500000,2.04,0.27,High,Excellent,Low Risk,Eligible
1840,David P. Jackson,Male,Single,2,Not Graduate,No,5300000,13100000,14,417,4900000,6200000,18200000,6800000,Rejected,36100000,2.47,0.36,High,Poor,Medium Risk,Not Eligible
1841,David Z. Martinez,Male,Married,5,Graduate,No,4600000,14400000,6,785,6500000,6300000,14700000,6200000,Approved,33700000,3.13,0.43,Medium,Excellent,Low Risk,Eligible
1842,Steven Brown,Male,Single,3,Not Graduate,No,400000,1100000,16,504,200000,400000,800000,400000,Rejected,1800000,2.75,0.61,Low,Poor,Medium Risk,Not Eligible
1843,Barbara Williams,Female,Single,0,Not Graduate,No,2100000,5900000,14,402,4400000,0,4800000,1000000,Rejected,10200000,2.81,0.58,Low,Poor,Medium Risk,Not Eligible
1844,Michael O. Garcia,Male,Single,2,Graduate,Yes,1200000,3500000,16,540,3100000,1800000,3500000,800000,Rejected,9200000,2.92,0.38,Low,Poor,Medium Risk,Not Eligible
1845,Sarah E. Anderson,Female,Divorced,2,Graduate,Yes,8000000,28400000,10,607,11400000,3800000,29000000,11600000,Approved,55800000,3.55,0.51,Very High,Fair,Medium Risk,Eligible
1846,Patricia M. Lopez,Female,Married,1,Graduate,Yes,5000000,19400000,10,410,11600000,6200000,11700000,4500000,Rejected,34000000,3.88,0.57,Medium,Poor,Medium Risk,Not Eligible
1847,Donald T. Lopez,Male,Divorced,0,Not Graduate,No,8500000,17200000,12,624,6500000,8400000,18600000,5100000,Approved,38600000,2.02,0.45,Very High,Fair,Medium Risk,Eligible
1848,Jennifer I. Wilson,Female,Divorced,4,Graduate,No,4600000,16600000,16,805,4800000,8000000,11500000,2800000,Approved,27100000,3.61,0.61,Medium,Excellent,Low Risk,Eligible
1849,Kenneth H. Johnson,Male,Married,2,Graduate,No,4600000,16100000,18,709,7100000,9000000,13800000,5400000,Approved,35300000,3.5,0.46,Medium,Good,Low Risk,Eligible
1850,David Brown,Male,Single,2,Not Graduate,Yes,8500000,30900000,14,511,23300000,4400000,21900000,5500000,Rejected,55100000,3.64,0.56,Very High,Poor,Medium Risk,Not Eligible
1851,Jennifer Davis,Female,Married,1,Graduate,Yes,7800000,25100000,18,766,6900000,7200000,16600000,10200000,Approved,40900000,3.22,0.61,Very High,Excellent,Low Risk,Eligible
1852,Matthew Anderson,Male,Married,3,Not Graduate,Yes,1400000,3800000,16,451,3100000,1300000,4300000,1300000,Rejected,10000000,2.71,0.38,Low,Poor,Medium Risk,Not Eligible
1853,Linda Williams,Female,Single,1,Not Graduate,Yes,3700000,10200000,4,447,300000,2000000,14500000,3200000,Rejected,20000000,2.76,0.51,Medium,Poor,Medium Risk,Not Eligible
1854,Sandra Miller,Female,Single,3,Not Graduate,Yes,1000000,2500000,18,763,400000,1100000,2100000,1400000,Approved,5000000,2.5,0.5,Low,Excellent,Low Risk,Eligible
1855,Michelle Thomas,Female,Married,5,Not Graduate,No,900000,3100000,20,834,1000000,900000,2100000,1300000,Approved,5300000,3.44,0.58,Low,Excellent,Low Risk,Eligible
1856,Charles Anderson,Male,Single,2,Graduate,No,5600000,19500000,8,429,6100000,2200000,21100000,7200000,Rejected,36600000,3.48,0.53,High,Poor,Medium Risk,Not Eligible
1857,Elizabeth Miller,Female,Single,4,Not Graduate,No,3200000,10600000,16,693,7800000,4900000,10400000,1800000,Approved,24900000,3.31,0.43,Medium,Good,Medium Risk,Eligible
1858,Patricia P. Lopez,Female,Single,1,Graduate,No,2900000,11100000,20,478,4200000,2900000,8500000,3000000,Rejected,18600000,3.83,0.6,Medium,Poor,Medium Risk,Not Eligible
1859,James Wilson,Male,Married,2,Graduate,Yes,300000,800000,10,752,600000,300000,1000000,400000,Approved,2300000,2.67,0.35,Low,Excellent,Low Risk,Eligible
1860,David Williams,Male,Single,0,Graduate,Yes,2400000,5900000,14,319,2000000,4200000,9500000,3300000,Rejected,19000000,2.46,0.31,Low,Poor,Medium Risk,Not Eligible
1861,Sandra Taylor,Female,Divorced,3,Graduate,No,5000000,17600000,8,303,6300000,9600000,12800000,6900000,Rejected,35600000,3.52,0.49,Medium,Poor,Medium Risk,Not Eligible
1862,Robert N. Williams,Male,Single,3,Not Graduate,Yes,5000000,16700000,20,420,1100000,5000000,18700000,6900000,Rejected,31700000,3.34,0.53,Medium,Poor,Medium Risk,Not Eligible
1863,Barbara Miller,Female,Married,2,Not Graduate,Yes,200000,600000,8,552,400000,200000,700000,200000,Approved,1500000,3.0,0.4,Low,Fair,Medium Risk,Eligible
1864,Emily N. Garcia,Female,Single,3,Not Graduate,Yes,6000000,16000000,12,606,2600000,11600000,19300000,7800000,Approved,41300000,2.67,0.39,High,Fair,Medium Risk,Eligible
1865,Mary T. Moore,Female,Single,2,Not Graduate,No,5600000,13700000,2,558,7500000,9300000,12100000,6700000,Approved,35600000,2.45,0.38,High,Fair,Medium Risk,Eligible
1866,Daniel Hernandez,Male,Divorced,1,Not Graduate,No,4500000,12400000,6,504,12000000,3200000,13100000,2200000,Rejected,30500000,2.76,0.41,Medium,Poor,Medium Risk,Not Eligible
1867,Steven Hernandez,Male,Widowed,5,Not Graduate,Yes,200000,300000,8,412,0,100000,500000,100000,Rejected,700000,1.5,0.43,Low,Poor,Medium Risk,Not Eligible
1868,Sarah O. Taylor,Female,Divorced,4,Not Graduate,Yes,6200000,18300000,4,900,16900000,3400000,15300000,6400000,Approved,42000000,2.95,0.44,High,Excellent,Low Risk,Eligible
1869,Donald Jackson,Male,Single,4,Not Graduate,Yes,9800000,23800000,8,634,12800000,9300000,37600000,6100000,Approved,65800000,2.43,0.36,Very High,Fair,Medium Risk,Eligible
1870,Mark T. Moore,Male,Single,5,Graduate,Yes,3900000,9000000,8,340,4900000,6800000,9000000,5200000,Rejected,25900000,2.31,0.35,Medium,Poor,Medium Risk,Not Eligible
1871,Susan S. Miller,Female,Divorced,3,Not Graduate,Yes,8300000,20900000,4,615,4400000,200000,19000000,9600000,Approved,33200000,2.52,0.63,Very High,Fair,Medium Risk,Eligible
1872,Nancy Smith,Female,Single,2,Graduate,Yes,4900000,12200000,18,353,7000000,200000,14400000,3600000,Rejected,25200000,2.49,0.48,Medium,Poor,Medium Risk,Not Eligible
1873,Steven Anderson,Male,Single,4,Graduate,Yes,6900000,16300000,8,606,5800000,900000,23700000,3600000,Approved,34000000,2.36,0.48,High,Fair,Medium Risk,Eligible
1874,Kimberley Hernandez,Female,Single,2,Not Graduate,No,4500000,14500000,18,498,7900000,200000,13500000,4800000,Rejected,26400000,3.22,0.55,Medium,Poor,Medium Risk,Not Eligible
1875,Nancy F. Garcia,Female,Married,4,Not Graduate,No,7500000,21900000,2,585,6800000,12200000,27500000,8100000,Approved,54600000,2.92,0.4,High,Fair,Medium Risk,Eligible
1876,Karen W. Wilson,Female,Married,1,Not Graduate,Yes,2300000,6400000,8,578,3600000,1800000,7000000,3000000,Approved,15400000,2.78,0.42,Low,Fair,Medium Risk,Eligible
1877,Michael Brown,Male,Single,1,Graduate,No,7400000,15500000,2,693,3000000,12800000,21800000,9300000,Approved,46900000,2.09,0.33,High,Good,Medium Risk,Eligible
1878,Linda T. Thomas,Female,Divorced,4,Graduate,No,4800000,14300000,6,795,5900000,0,11100000,2600000,Approved,19600000,2.98,0.73,Medium,Excellent,Low Risk,Eligible
1879,Donald B. Taylor,Male,Married,1,Graduate,No,2600000,9900000,6,594,2900000,4300000,6700000,2500000,Approved,16400000,3.81,0.6,Medium,Fair,Medium Risk,Eligible
1880,Susan R. Davis,Female,Single,3,Not Graduate,Yes,2700000,10600000,8,840,500000,3000000,9000000,1900000,Approved,14400000,3.93,0.74,Medium,Excellent,Low Risk,Eligible
1881,Steven Brown,Male,Married,3,Not Graduate,No,3700000,10900000,16,301,7800000,2300000,9600000,3400000,Rejected,23100000,2.95,0.47,Medium,Poor,Medium Risk,Not Eligible
1882,Sandra Gonzalez,Female,Single,4,Graduate,Yes,2600000,9400000,18,481,2700000,4400000,8600000,2400000,Rejected,18100000,3.62,0.52,Medium,Poor,Medium Risk,Not Eligible
1883,Paul Martinez,Male,Married,5,Not Graduate,Yes,8800000,23100000,16,531,20800000,2600000,22100000,8000000,Rejected,53500000,2.62,0.43,Very High,Poor,Medium Risk,Not Eligible
1884,Sandra Davis,Female,Divorced,2,Not Graduate,No,7500000,15400000,8,332,8300000,3100000,23700000,5400000,Rejected,40500000,2.05,0.38,High,Poor,Medium Risk,Not Eligible
1885,James Smith,Male,Single,0,Graduate,No,4700000,18500000,4,516,1000000,8400000,10400000,6100000,Approved,25900000,3.94,0.71,Medium,Poor,Medium Risk,Not Eligible
1886,Lisa N. Garcia,Female,Single,2,Not Graduate,No,7100000,26600000,6,727,16500000,9800000,21100000,7900000,Approved,55300000,3.75,0.48,High,Good,Low Risk,Eligible
1887,Susan B. Martin,Female,Married,3,Not Graduate,Yes,5500000,19300000,10,344,14400000,1300000,12400000,6600000,Rejected,34700000,3.51,0.56,High,Poor,Medium Risk,Not Eligible
1888,Elizabeth F. Gonzalez,Female,Married,2,Graduate,No,9500000,31500000,12,650,17600000,16600000,22200000,11400000,Approved,67800000,3.32,0.46,Very High,Good,Medium Risk,Eligible
